71.18 15.07 45.463 47.911 58.002 0 1 2 1
71.18 15.08 45.17 47.817 63.914 0 1 2 1
71.15 15.1 44.216 46.857 57.252 0 1 2 1
71.12 15.11 44.553 47.159 65.888 0 1 2 1
70.81 15.12 44.959 47.385 61.147 0 1 2 1
70.88 15.14 43.704 46.172 57.171 0 1 2 1
70.76 15.15 45.652 48.154 58.958 0 1 2 1
70.6 15.17 44.54 47.246 58.415 0 1 2 1
70.6 15.18 43.456 46.026 63.989 0 1 2 1
70.68 15.2 44.424 46.905 65.859 0 1 2 1
70.59 15.2 43.509 46.503 67.127 0 1 2 1
70.64 15.22 43.869 46.851 61.175 0 1 2 1
70.44 15.24 45.699 48.656 67.59 0 1 2 1
70.25 15.25 44.646 47.72 78.769 0 1 2 1
70.43 15.26 43.102 46.013 56.16 0 1 2 1
70.2 15.27 43.714 46.696 67.92 0 1 2 1
70.14 15.28 46.494 49.3 86.478 0 1 2 1
70.2 15.29 47.068 50.176 74.664 0 1 2 1
69.82 15.3 44.541 47.366 76.194 0 1 2 1
70.28 15.31 43.477 46.808 85.028 0 1 2 1
70.47 15.33 44.371 47.181 73.24 0 1 2 1
70.5 15.34 44.31 47.43 78.386 0 1 2 1
70.18 15.35 47.92 51.038 78.043 0 1 2 1
70.22 15.37 47.051 50.089 69.901 0 1 2 1
70.27 15.38 44.735 47.454 79.442 0 1 2 1
70.12 15.4 43.746 47.152 83.602 0 1 2 1
69.96 15.41 46.314 49.415 63.684 0 1 2 1
69.74 15.43 46.685 50.194 89.402 0 1 2 1
69.71 15.44 46.044 48.903 75.433 0 1 2 1
69.62 15.45 46.278 49.489 69.998 0 1 2 1
69.54 15.46 45.481 48.686 63.669 0 1 2 1
69.42 15.48 44.964 48.036 74.262 0 1 2 1
69.35 15.49 46.808 50.033 91.72 0 1 2 1
69.22 15.5 44.597 47.579 84.625 0 1 2 1
69.19 15.52 47.234 50.279 72.893 0 1 2 1
69.15 15.53 47.28 50.27 73.325 0 1 2 1
69.23 15.55 47.65 50.509 77.022 0 1 2 1
68.67 15.56 45.182 47.84 63.255 0 1 2 1
68.36 15.57 44.142 46.688 56.453 0 1 2 1
68.01 15.57 45.146 47.649 55.834 0 1 2 1
67.96 15.58 43.808 46.042 67.452 0 1 2 1
67.76 15.58 44.066 46.266 53.941 0 1 2 1
67.56 15.59 43.963 46.45 60.688 0 1 2 1
67.26 15.59 45.683 47.828 54.136 0 1 2 1
67.24 15.58 43.268 45.232 49.217 0 1 2 1
67.44 15.57 43.893 45.909 49.017 0 1 2 1
67.58 15.57 43.617 45.776 48.717 0 1 2 1
67.58 15.58 43.08 45.365 54.516 0 1 2 1
67.63 15.58 44.422 46.597 53.197 0 1 2 1
67.63 15.59 44.623 47.007 50.495 0 1 2 1
67.85 15.58 44.768 47.314 53.161 0 1 2 1
68.18 15.6 45.128 47.465 54.745 0 1 2 1
68.32 15.6 47.133 49.724 61.984 0 1 2 1
68.35 15.61 43.453 45.451 49.814 0 1 2 1
68.15 15.61 45.143 47.68 54.115 0 1 2 1
68.48 15.61 43.98 46.283 67.402 0 1 2 1
69 15.61 42.951 45.135 63.428 0 1 2 1
69.07 15.62 44.405 46.336 60.115 0 1 2 1
68.97 15.63 43.284 45.394 54.012 0 1 2 1
68.66 15.64 44.948 46.979 56.17 0 1 2 1
68.44 15.65 46.865 49.404 54.577 0 1 2 1
68.2 15.64 45.357 48.03 56.265 0 1 2 1
68.26 15.64 45.338 47.978 59.816 0 1 2 1
68.34 15.63 45.006 47.776 57.076 0 1 2 1
68.62 15.63 45.742 48.248 66.108 0 1 2 1
68.73 15.64 43.426 45.858 56.202 0 1 2 1
68.83 15.64 44.403 47.129 51.957 0 1 2 1
68.59 15.65 45.614 48.286 56.444 0 1 2 1
68.92 15.65 44.079 46.906 52.286 0 1 2 1
69.05 15.65 44.515 47.065 54.208 0 1 2 1
68.98 15.66 44.469 46.866 53.729 0 1 2 1
69.21 15.67 45.701 48.791 61.43 0 1 2 1
69.3 15.67 46.126 49.017 77.727 0 1 2 1
69.16 15.68 48.181 50.977 84.074 0 1 2 1
69.14 15.69 45.66 48.568 62.017 0 1 2 1
69.43 15.7 50.778 53.933 79.148 0 1 2 1
69.55 15.7 50.224 53.29 68.184 0 1 2 1
69.56 15.72 53.331 57.346 92.331 0 1 2 1
69.69 15.73 54.335 58.206 108.109 0 1 2 1
69.57 15.74 53.972 57.659 110.797 0 1 2 1
69.51 15.75 52.364 56.391 91.233 0 1 2 1
69.56 15.77 54.905 59.215 121.907 0 1 2 1
69.59 15.78 56.919 61.145 126.866 0 1 2 1
69.53 15.79 54.75 58.65 105.397 0 1 2 1
69.4 15.8 57.61 62.112 123.703 0 1 2 1
69.45 15.81 57.817 62.006 127.834 0 1 2 1
69.4 15.82 54.5 59.735 112.152 0 1 2 1
69.53 15.84 59.329 63.574 112.834 0 1 2 1
69.27 15.86 58.66 63.769 157.593 0 1 2 1
69.23 15.88 57.068 61.378 175.646 0 1 2 1
69.18 15.88 56.752 60.704 128.933 0 1 2 1
69.15 15.9 55.525 59.236 93.813 0 1 2 1
69.1 15.91 54.096 57.07 103.036 0 1 2 1
69.04 15.93 55.438 58.975 99.764 0 1 2 1
68.96 15.95 56.827 60.139 99.828 0 1 2 1
68.91 15.95 55.773 58.588 72.913 0 1 2 1
68.77 15.97 56.239 59.252 77.451 0 1 2 1
68.64 15.98 58.752 61.933 86.072 0 1 2 1
68.63 16.01 55.609 58.95 80.93 0 1 2 1
68.59 16.01 57.634 61.192 84.451 0 1 2 1
68.67 16.02 60.2 63.542 74.735 0 1 2 1
68.52 16.04 58.83 61.961 76.236 0 1 2 1
68.47 16.07 57.394 60.322 74.88 0 1 2 1
68.24 16.07 56.484 59.886 82.11 0 1 2 1
68.32 16.09 55.446 58.171 85.691 0 1 2 1
